"Gene.ID","log2.FC.","P.adj","Gene.type","change"
"ENSG00000275857",-1.206634331,0.000223601,"lncRNA","Downregulated"
"ENSG00000249738",6.244529306,0.000227864,"lncRNA","Upregulated"
"ENSG00000238160",1.777070462,0.000230776,"lncRNA","Upregulated"
"ENSG00000299580",-1.791536885,0.000231645,"lncRNA","Downregulated"
"ENSG00000302660",5.94012863,0.000238416,"lncRNA","Upregulated"
"ENSG00000237637",2.397225847,0.000238416,"lncRNA","Upregulated"
"ENSG00000225733",-1.25174514,0.000261202,"lncRNA","Downregulated"
"ENSG00000254554",3.154651364,0.000268208,"lncRNA","Upregulated"
"ENSG00000304189",-1.165949974,0.000273314,"lncRNA","Downregulated"
"ENSG00000300253",2.65939308,0.000296446,"lncRNA","Upregulated"
"ENSG00000259248",-0.930768171,0.000296446,"lncRNA","Downregulated"
"ENSG00000300693",1.337616289,0.000299243,"lncRNA","Upregulated"
"ENSG00000253613",5.811834035,0.000300678,"lncRNA","Upregulated"
"ENSG00000310421",1.051534209,0.000305428,"lncRNA","Upregulated"
"ENSG00000253102",0.75043063,0.000309735,"lncRNA","Upregulated"
"ENSG00000229498",3.864390076,0.000315741,"lncRNA","Upregulated"
"ENSG00000254829",2.329557875,0.000316037,"lncRNA","Upregulated"
"ENSG00000302612",-1.298822556,0.000331119,"lncRNA","Downregulated"
"ENSG00000293372",0.960807317,0.000353796,"lncRNA","Upregulated"
"ENSG00000286236",2.961796754,0.000363581,"lncRNA","Upregulated"
"ENSG00000273179",-3.001685993,0.000371872,"lncRNA","Downregulated"
"ENSG00000310324",-0.773979201,0.000390972,"lncRNA","Downregulated"
"ENSG00000300221",1.517724847,0.000392686,"lncRNA","Upregulated"
"ENSG00000307222",3.076813322,0.000406177,"lncRNA","Upregulated"
"ENSG00000237101",-1.425112875,0.00040625,"lncRNA","Downregulated"
"ENSG00000224078",0.697262856,0.000409042,"lncRNA","Upregulated"
"ENSG00000300615",2.401259072,0.000431651,"lncRNA","Upregulated"
"ENSG00000257718",3.569974808,0.000433445,"lncRNA","Upregulated"
"ENSG00000226877",-1.666654551,0.00043796,"lncRNA","Downregulated"
"ENSG00000300261",-1.182838501,0.000450402,"lncRNA","Downregulated"
"ENSG00000297858",1.437067702,0.000450402,"lncRNA","Upregulated"
"ENSG00000264031",-2.320004073,0.000455319,"lncRNA","Downregulated"
"ENSG00000234076",-1.310849909,0.000456893,"lncRNA","Downregulated"
"ENSG00000295862",2.117008986,0.000456893,"lncRNA","Upregulated"
"ENSG00000294230",2.273515817,0.000458859,"lncRNA","Upregulated"
"ENSG00000233098",-0.894047381,0.000470831,"lncRNA","Downregulated"
"ENSG00000290074",1.131088139,0.000472417,"lncRNA","Upregulated"
"ENSG00000255443",1.225944713,0.000472417,"lncRNA","Upregulated"
"ENSG00000256072",-0.780915949,0.000475012,"lncRNA","Downregulated"
"ENSG00000300477",-1.365276622,0.000478691,"lncRNA","Downregulated"
"ENSG00000281376",1.272481373,0.000499625,"lncRNA","Upregulated"
"ENSG00000228824",5.768397727,0.000505886,"lncRNA","Upregulated"
"ENSG00000226913",-1.28222426,0.000540862,"lncRNA","Downregulated"
"ENSG00000271360",1.916161593,0.000544722,"lncRNA","Upregulated"
"ENSG00000293499",0.942370028,0.000544722,"lncRNA","Upregulated"
"ENSG00000279278",-2.257298498,0.000555693,"lncRNA","Downregulated"
"ENSG00000283413",5.529234378,0.000562643,"lncRNA","Upregulated"
"ENSG00000273272",2.086714869,0.000584165,"lncRNA","Upregulated"
"ENSG00000246889",-0.626709174,0.00061942,"lncRNA","Downregulated"
"ENSG00000233834",2.385603803,0.000661252,"lncRNA","Upregulated"
"ENSG00000237481",-1.173723531,0.000663899,"lncRNA","Downregulated"
"ENSG00000273419",-1.064407799,0.00068248,"lncRNA","Downregulated"
"ENSG00000260381",-1.023855856,0.000693588,"lncRNA","Downregulated"
"ENSG00000301807",-0.998345286,0.00074473,"lncRNA","Downregulated"
"ENSG00000301613",-1.600204211,0.000779785,"lncRNA","Downregulated"
"ENSG00000238045",-0.887554061,0.000787416,"lncRNA","Downregulated"
"ENSG00000301087",1.172931601,0.000800258,"lncRNA","Upregulated"
"ENSG00000258938",1.52109142,0.000807155,"lncRNA","Upregulated"
"ENSG00000296107",-0.763014385,0.000807717,"lncRNA","Downregulated"
"ENSG00000224116",2.003872919,0.000818185,"lncRNA","Upregulated"
"ENSG00000303332",1.559686492,0.000820865,"lncRNA","Upregulated"
"ENSG00000309710",2.380571363,0.000829117,"lncRNA","Upregulated"
"ENSG00000296975",3.335763995,0.000838926,"lncRNA","Upregulated"
"ENSG00000299940",2.352586813,0.000843932,"lncRNA","Upregulated"
"ENSG00000265194",-0.929840816,0.000857014,"lncRNA","Downregulated"
"ENSG00000268636",-4.317721169,0.000857014,"lncRNA","Downregulated"
"ENSG00000301554",-1.086066691,0.000867272,"lncRNA","Downregulated"
"ENSG00000226647",0.860364309,0.000873209,"lncRNA","Upregulated"
"ENSG00000271646",1.643406485,0.000873269,"lncRNA","Upregulated"
"ENSG00000287003",-5.022837189,0.000882968,"lncRNA","Downregulated"
"ENSG00000287011",1.304516981,0.000893216,"lncRNA","Upregulated"
"ENSG00000259468",-0.607874458,0.000893218,"lncRNA","Downregulated"
"ENSG00000298872",-1.533100923,0.00093355,"lncRNA","Downregulated"
"ENSG00000308281",-1.225792455,0.000939236,"lncRNA","Downregulated"
"ENSG00000235172",1.796363251,0.000940613,"lncRNA","Upregulated"
"ENSG00000272568",2.529373817,0.00094472,"lncRNA","Upregulated"
"ENSG00000297045",1.128493999,0.00094472,"lncRNA","Upregulated"
"ENSG00000234961",0.892489717,0.000965637,"lncRNA","Upregulated"
"ENSG00000310108",2.108975054,0.000970312,"lncRNA","Upregulated"
"ENSG00000287822",-2.157510436,0.000974709,"lncRNA","Downregulated"
"ENSG00000298701",-1.707432404,0.00099472,"lncRNA","Downregulated"
"ENSG00000253392",-1.992087188,0.001002078,"lncRNA","Downregulated"
"ENSG00000306006",1.207667913,0.001007014,"lncRNA","Upregulated"
"ENSG00000259478",2.936030359,0.001009116,"lncRNA","Upregulated"
"ENSG00000249899",2.135464659,0.001028532,"lncRNA","Upregulated"
"ENSG00000261396",-1.044994275,0.001035448,"lncRNA","Downregulated"
"ENSG00000294706",2.819828177,0.00103653,"lncRNA","Upregulated"
"ENSG00000243296",4.019348178,0.001037948,"lncRNA","Upregulated"
"ENSG00000296730",5.51868091,0.001038273,"lncRNA","Upregulated"
"ENSG00000255004",2.01889544,0.001047292,"lncRNA","Upregulated"
"ENSG00000258922",3.624652261,0.001060957,"lncRNA","Upregulated"
"ENSG00000225519",5.737400259,0.00109025,"lncRNA","Upregulated"
"ENSG00000289234",2.348596171,0.001125592,"lncRNA","Upregulated"
"ENSG00000254703",-1.680033549,0.001133234,"lncRNA","Downregulated"
"ENSG00000259314",-1.073257363,0.001144669,"lncRNA","Downregulated"
"ENSG00000302927",2.49275467,0.001160795,"lncRNA","Upregulated"
"ENSG00000214293",0.962290226,0.001210057,"lncRNA","Upregulated"
"ENSG00000255539",-0.743947913,0.001210057,"lncRNA","Downregulated"
"ENSG00000288766",1.575489727,0.001233123,"lncRNA","Upregulated"
"ENSG00000273445",1.675844938,0.001245879,"lncRNA","Upregulated"
"ENSG00000289198",5.478033245,0.00125898,"lncRNA","Upregulated"
"ENSG00000273199",1.138682676,0.001264332,"lncRNA","Upregulated"
"ENSG00000234327",-2.203045878,0.001278023,"lncRNA","Downregulated"
"ENSG00000297026",1.657867319,0.001291453,"lncRNA","Upregulated"
"ENSG00000296566",-2.004142348,0.001318125,"lncRNA","Downregulated"
"ENSG00000261267",1.595594629,0.001326995,"lncRNA","Upregulated"
"ENSG00000278330",-3.360267964,0.00133987,"lncRNA","Downregulated"
"ENSG00000303691",5.003363954,0.001347776,"lncRNA","Upregulated"
"ENSG00000229124",0.919956154,0.001351458,"lncRNA","Upregulated"
"ENSG00000259081",-0.988642095,0.001352792,"lncRNA","Downregulated"
"ENSG00000255958",-0.875936563,0.001358566,"lncRNA","Downregulated"
"ENSG00000310295",3.82359602,0.001374338,"lncRNA","Upregulated"
"ENSG00000246548",-1.258582923,0.001430284,"lncRNA","Downregulated"
"ENSG00000297857",2.300088749,0.001482601,"lncRNA","Upregulated"
"ENSG00000298227",1.433671118,0.001495228,"lncRNA","Upregulated"
"ENSG00000287496",-1.623018725,0.001498762,"lncRNA","Downregulated"
"ENSG00000235192",2.217596531,0.001517409,"lncRNA","Upregulated"
"ENSG00000253645",-0.696387439,0.001532809,"lncRNA","Downregulated"
"ENSG00000309467",-0.906149262,0.001544717,"lncRNA","Downregulated"
"ENSG00000295803",-1.687790433,0.001558911,"lncRNA","Downregulated"
"ENSG00000299092",0.981450478,0.001595525,"lncRNA","Upregulated"
"ENSG00000291199",-2.152192332,0.001630504,"lncRNA","Downregulated"
"ENSG00000307495",1.134461136,0.001631175,"lncRNA","Upregulated"
"ENSG00000307694",1.056791748,0.00167874,"lncRNA","Upregulated"
"ENSG00000304580",5.52213053,0.001715615,"lncRNA","Upregulated"
"ENSG00000298401",0.75247399,0.001721724,"lncRNA","Upregulated"
"ENSG00000275454",-0.934800887,0.001737618,"lncRNA","Downregulated"
"ENSG00000285824",-0.987992078,0.001758606,"lncRNA","Downregulated"
"ENSG00000290054",-4.899773902,0.001776523,"lncRNA","Downregulated"
"ENSG00000232934",0.708149328,0.001782407,"lncRNA","Upregulated"
"ENSG00000269921",-1.102768809,0.001827395,"lncRNA","Downregulated"
"ENSG00000298383",-1.046871774,0.001842579,"lncRNA","Downregulated"
"ENSG00000303893",1.118342838,0.001850642,"lncRNA","Upregulated"
"ENSG00000238057",-0.841152607,0.001876219,"lncRNA","Downregulated"
"ENSG00000272734",4.1533266,0.001876219,"lncRNA","Upregulated"
"ENSG00000244953",4.257996219,0.001882359,"lncRNA","Upregulated"
"ENSG00000232874",4.029782288,0.001896149,"lncRNA","Upregulated"
"ENSG00000250379",1.189909176,0.001930039,"lncRNA","Upregulated"
"ENSG00000297119",3.807534214,0.00193532,"lncRNA","Upregulated"
"ENSG00000250615",-1.818468535,0.001947127,"lncRNA","Downregulated"
"ENSG00000206573",-0.718556566,0.001974306,"lncRNA","Downregulated"
"ENSG00000272699",3.65899515,0.001985809,"lncRNA","Upregulated"
"ENSG00000261093",-0.659997809,0.001995905,"lncRNA","Downregulated"
"ENSG00000289173",3.146652172,0.002011749,"lncRNA","Upregulated"
"ENSG00000231310",-0.658472222,0.002027721,"lncRNA","Downregulated"
"ENSG00000301665",-1.292982773,0.002056007,"lncRNA","Downregulated"
"ENSG00000305805",0.768075918,0.002111651,"lncRNA","Upregulated"
"ENSG00000256569",-1.019472126,0.002122593,"lncRNA","Downregulated"
"ENSG00000275202",1.0380066,0.002122593,"lncRNA","Upregulated"
"ENSG00000236830",1.061828531,0.002122593,"lncRNA","Upregulated"
"ENSG00000305084",-1.863230039,0.002132665,"lncRNA","Downregulated"
"ENSG00000297237",1.178259992,0.002132665,"lncRNA","Upregulated"
"ENSG00000245293",0.818091293,0.002139171,"lncRNA","Upregulated"
"ENSG00000259954",-1.208995283,0.002173033,"lncRNA","Downregulated"
"ENSG00000249406",2.165447699,0.002182252,"lncRNA","Upregulated"
"ENSG00000255921",1.733569824,0.002204656,"lncRNA","Upregulated"
"ENSG00000267571",-1.239296134,0.002204656,"lncRNA","Downregulated"
"ENSG00000273002",0.970388298,0.002209439,"lncRNA","Upregulated"
"ENSG00000295048",-1.609757032,0.002213838,"lncRNA","Downregulated"
"ENSG00000236364",-0.747598924,0.002230338,"lncRNA","Downregulated"
"ENSG00000269176",-1.214582547,0.002232768,"lncRNA","Downregulated"
"ENSG00000303809",2.521322463,0.002249849,"lncRNA","Upregulated"
"ENSG00000296864",-1.177417985,0.002307324,"lncRNA","Downregulated"
"ENSG00000260618",-1.234135442,0.002321266,"lncRNA","Downregulated"
"ENSG00000233175",0.831807895,0.002347912,"lncRNA","Upregulated"
"ENSG00000224093",1.200915221,0.00239067,"lncRNA","Upregulated"
"ENSG00000301743",1.323305775,0.002486781,"lncRNA","Upregulated"
"ENSG00000261519",-1.171044256,0.002523653,"lncRNA","Downregulated"
"ENSG00000234883",1.882322645,0.002532879,"lncRNA","Upregulated"
"ENSG00000294464",-1.868149294,0.002534,"lncRNA","Downregulated"
"ENSG00000309675",-0.817089894,0.002549254,"lncRNA","Downregulated"
"ENSG00000259211",-0.958772517,0.002549254,"lncRNA","Downregulated"
"ENSG00000262456",-1.157539912,0.002564833,"lncRNA","Downregulated"
"ENSG00000304732",3.775987876,0.002598133,"lncRNA","Upregulated"
"ENSG00000261063",-0.758590832,0.002598133,"lncRNA","Downregulated"
"ENSG00000267296",-4.674112273,0.002615636,"lncRNA","Downregulated"
"ENSG00000244879",0.927201442,0.002625215,"lncRNA","Upregulated"
"ENSG00000285926",-0.720617193,0.002633077,"lncRNA","Downregulated"
"ENSG00000258057",-0.883495116,0.002674147,"lncRNA","Downregulated"
"ENSG00000305194",-1.919043489,0.002718425,"lncRNA","Downregulated"
"ENSG00000295186",-1.962040752,0.002725621,"lncRNA","Downregulated"
"ENSG00000303845",4.151077236,0.002738482,"lncRNA","Upregulated"
"ENSG00000281371",-1.103395152,0.002898329,"lncRNA","Downregulated"
"ENSG00000290842",0.608774606,0.003030724,"lncRNA","Upregulated"
"ENSG00000309937",-0.777881429,0.003073482,"lncRNA","Downregulated"
"ENSG00000248356",0.873648845,0.003073482,"lncRNA","Upregulated"
"ENSG00000266983",-1.504988598,0.003073482,"lncRNA","Downregulated"
"ENSG00000303948",-2.167430148,0.003077397,"lncRNA","Downregulated"
"ENSG00000301281",1.050426372,0.003185884,"lncRNA","Upregulated"
"ENSG00000179428",4.094994951,0.003295243,"lncRNA","Upregulated"
"ENSG00000233461",4.804566065,0.003320532,"lncRNA","Upregulated"
"ENSG00000298398",-2.787052241,0.003461767,"lncRNA","Downregulated"
"ENSG00000229127",1.918989745,0.00352645,"lncRNA","Upregulated"
"ENSG00000299198",1.118914657,0.00357074,"lncRNA","Upregulated"
"ENSG00000205562",-1.728487504,0.003596632,"lncRNA","Downregulated"
"ENSG00000298289",2.325293943,0.003596632,"lncRNA","Upregulated"
"ENSG00000272853",-0.789411197,0.003655948,"lncRNA","Downregulated"
"ENSG00000272523",1.108986491,0.00371957,"lncRNA","Upregulated"
"ENSG00000223552",0.839564088,0.00375917,"lncRNA","Upregulated"
"ENSG00000236790",1.974304041,0.003759642,"lncRNA","Upregulated"
"ENSG00000258521",1.855158819,0.003813902,"lncRNA","Upregulated"
"ENSG00000262211",0.53825403,0.003830915,"lncRNA","Upregulated"
"ENSG00000243795",5.33633059,0.003875936,"lncRNA","Upregulated"
"ENSG00000264472",-3.705812767,0.003875936,"lncRNA","Downregulated"
"ENSG00000251323",3.888376791,0.003991754,"lncRNA","Upregulated"
"ENSG00000271727",2.415479258,0.004063606,"lncRNA","Upregulated"
"ENSG00000238246",-2.759655871,0.004091696,"lncRNA","Downregulated"
"ENSG00000232828",-0.997694223,0.004099192,"lncRNA","Downregulated"
"ENSG00000245651",3.657899347,0.004143613,"lncRNA","Upregulated"
"ENSG00000203469",-0.905367644,0.004156485,"lncRNA","Downregulated"
"ENSG00000288984",-1.585471786,0.004196116,"lncRNA","Downregulated"
"ENSG00000229619",1.219883761,0.004261623,"lncRNA","Upregulated"
"ENSG00000297114",4.800969854,0.004307347,"lncRNA","Upregulated"
"ENSG00000260879",0.593789869,0.004353608,"lncRNA","Upregulated"
"ENSG00000293870",-0.691273054,0.004493121,"lncRNA","Downregulated"
"ENSG00000234945",-0.830509668,0.004536093,"lncRNA","Downregulated"
"ENSG00000259062",0.537915701,0.004572311,"lncRNA","Upregulated"
"ENSG00000283265",4.554657078,0.004594544,"lncRNA","Upregulated"
"ENSG00000289063",0.581512293,0.004724258,"lncRNA","Upregulated"
"ENSG00000280721",1.226715664,0.004820743,"lncRNA","Upregulated"
"ENSG00000251279",-0.738306653,0.004820743,"lncRNA","Downregulated"
"ENSG00000233360",-0.690709922,0.004820743,"lncRNA","Downregulated"
"ENSG00000300558",-0.925151417,0.004821048,"lncRNA","Downregulated"
"ENSG00000224478",1.590174434,0.004824708,"lncRNA","Upregulated"
"ENSG00000306065",0.660508278,0.004824708,"lncRNA","Upregulated"
"ENSG00000267277",-1.656772363,0.004928371,"lncRNA","Downregulated"
"ENSG00000205622",1.559031537,0.004943473,"lncRNA","Upregulated"
"ENSG00000294252",2.453590141,0.004986562,"lncRNA","Upregulated"
"ENSG00000285996",-1.022596408,0.005083975,"lncRNA","Downregulated"
"ENSG00000234432",-1.654184875,0.00509412,"lncRNA","Downregulated"
"ENSG00000224666",4.880075415,0.005118272,"lncRNA","Upregulated"
"ENSG00000273117",1.31838121,0.005220447,"lncRNA","Upregulated"
"ENSG00000226438",1.135740513,0.005258555,"lncRNA","Upregulated"
"ENSG00000297105",1.859290353,0.005260472,"lncRNA","Upregulated"
"ENSG00000305620",1.875062853,0.005365288,"lncRNA","Upregulated"
"ENSG00000294168",5.210226747,0.005365288,"lncRNA","Upregulated"
"ENSG00000224992",2.904431081,0.005407755,"lncRNA","Upregulated"
"ENSG00000275180",2.106282828,0.005514449,"lncRNA","Upregulated"
"ENSG00000294123",2.240226585,0.005544793,"lncRNA","Upregulated"
"ENSG00000254528",1.227174987,0.005612437,"lncRNA","Upregulated"
"ENSG00000223935",2.314312032,0.005691189,"lncRNA","Upregulated"
"ENSG00000260894",-1.126193229,0.005708389,"lncRNA","Downregulated"
"ENSG00000246560",0.544721234,0.005728708,"lncRNA","Upregulated"
"ENSG00000288844",-2.037354014,0.005740703,"lncRNA","Downregulated"
"ENSG00000300303",0.859390226,0.005772029,"lncRNA","Upregulated"
"ENSG00000259804",-1.145647598,0.005789117,"lncRNA","Downregulated"
"ENSG00000234263",1.221702639,0.00583839,"lncRNA","Upregulated"
"ENSG00000204850",-4.65520388,0.005913943,"lncRNA","Downregulated"
"ENSG00000291233",1.458288841,0.005992399,"lncRNA","Upregulated"
"ENSG00000300236",-1.022509256,0.006039041,"lncRNA","Downregulated"
"ENSG00000302483",1.02374706,0.006059094,"lncRNA","Upregulated"
"ENSG00000296829",3.871136373,0.006063145,"lncRNA","Upregulated"
"ENSG00000293975",1.158368416,0.006087225,"lncRNA","Upregulated"
"ENSG00000229258",3.278080587,0.006236818,"lncRNA","Upregulated"
"ENSG00000243613",-5.195321997,0.006252109,"lncRNA","Downregulated"
"ENSG00000227502",3.06096816,0.006309234,"lncRNA","Upregulated"
"ENSG00000283667",0.850179651,0.006318454,"lncRNA","Upregulated"
"ENSG00000257453",-0.945542853,0.006358369,"lncRNA","Downregulated"
"ENSG00000309895",-0.942202802,0.006391922,"lncRNA","Downregulated"
"ENSG00000259354",3.169245528,0.00643188,"lncRNA","Upregulated"
"ENSG00000285752",-0.94879145,0.006453432,"lncRNA","Downregulated"
"ENSG00000287780",-0.934185097,0.006453432,"lncRNA","Downregulated"
"ENSG00000268565",-1.64530616,0.006461037,"lncRNA","Downregulated"
"ENSG00000233559",0.928737067,0.006563827,"lncRNA","Upregulated"
"ENSG00000293821",1.404700499,0.006574218,"lncRNA","Upregulated"
"ENSG00000226797",-1.323257918,0.006581447,"lncRNA","Downregulated"
"ENSG00000294842",1.563747555,0.00658343,"lncRNA","Upregulated"
"ENSG00000306782",-1.310062627,0.00665718,"lncRNA","Downregulated"
"ENSG00000267106",-0.572318564,0.006668633,"lncRNA","Downregulated"
"ENSG00000295286",-1.289389177,0.006683159,"lncRNA","Downregulated"
"ENSG00000225032",-0.553799468,0.006683159,"lncRNA","Downregulated"
"ENSG00000242539",0.964788574,0.00670944,"lncRNA","Upregulated"
"ENSG00000274441",1.699825875,0.006764952,"lncRNA","Upregulated"
"ENSG00000302400",2.416656586,0.006779916,"lncRNA","Upregulated"
"ENSG00000272750",0.836511421,0.00678698,"lncRNA","Upregulated"
"ENSG00000257545",-1.44375594,0.006830034,"lncRNA","Downregulated"
"ENSG00000307140",1.328657599,0.006830034,"lncRNA","Upregulated"
"ENSG00000213742",-0.624142363,0.006830034,"lncRNA","Downregulated"
"ENSG00000257354",2.620786635,0.006864445,"lncRNA","Upregulated"
"ENSG00000310053",2.223911704,0.006982449,"lncRNA","Upregulated"
"ENSG00000307565",0.88844348,0.006982449,"lncRNA","Upregulated"
"ENSG00000227392",2.546388068,0.007021069,"lncRNA","Upregulated"
"ENSG00000270344",1.239343774,0.007043954,"lncRNA","Upregulated"
"ENSG00000298485",1.737845592,0.00706337,"lncRNA","Upregulated"
"ENSG00000172965",1.275271431,0.007161031,"lncRNA","Upregulated"
"ENSG00000307275",5.16461134,0.007161425,"lncRNA","Upregulated"
"ENSG00000309480",1.468059762,0.007234535,"lncRNA","Upregulated"
"ENSG00000253948",1.073666318,0.007257727,"lncRNA","Upregulated"
"ENSG00000310210",-1.62114635,0.007258195,"lncRNA","Downregulated"
"ENSG00000266975",-0.815231433,0.007278259,"lncRNA","Downregulated"
"ENSG00000223387",4.742275096,0.007304493,"lncRNA","Upregulated"
"ENSG00000259952",-0.715891444,0.007407686,"lncRNA","Downregulated"
"ENSG00000294131",2.287741537,0.007408063,"lncRNA","Upregulated"
"ENSG00000255337",1.031021983,0.007428473,"lncRNA","Upregulated"
"ENSG00000268947",-2.193122765,0.00746288,"lncRNA","Downregulated"
"ENSG00000230513",-1.306755453,0.007526535,"lncRNA","Downregulated"
"ENSG00000233785",1.186457793,0.00767471,"lncRNA","Upregulated"
"ENSG00000259661",-0.672152674,0.007756352,"lncRNA","Downregulated"
"ENSG00000303897",-0.783174393,0.007780317,"lncRNA","Downregulated"
"ENSG00000293472",0.784094495,0.007797381,"lncRNA","Upregulated"
"ENSG00000309814",3.85010652,0.007924478,"lncRNA","Upregulated"
"ENSG00000302537",3.481205491,0.007934333,"lncRNA","Upregulated"
"ENSG00000272277",1.585482515,0.007963878,"lncRNA","Upregulated"
"ENSG00000278831",-0.923497878,0.007994834,"lncRNA","Downregulated"
"ENSG00000198711",-1.822325385,0.008189095,"lncRNA","Downregulated"
"ENSG00000255351",0.707342507,0.008197127,"lncRNA","Upregulated"
"ENSG00000225610",0.852499706,0.008266709,"lncRNA","Upregulated"
"ENSG00000288736",4.525560346,0.008294704,"lncRNA","Upregulated"
"ENSG00000282572",-5.125137705,0.008378672,"lncRNA","Downregulated"
"ENSG00000285570",-3.483042155,0.008464467,"lncRNA","Downregulated"
"ENSG00000307136",-2.091506023,0.008499067,"lncRNA","Downregulated"
"ENSG00000250116",1.184146456,0.008523041,"lncRNA","Upregulated"
"ENSG00000253851",1.504682451,0.008523041,"lncRNA","Upregulated"
"ENSG00000304527",2.314517813,0.008597223,"lncRNA","Upregulated"
"ENSG00000247317",4.217054508,0.008610293,"lncRNA","Upregulated"
"ENSG00000238133",0.904203867,0.008800113,"lncRNA","Upregulated"
"ENSG00000250365",-0.553657493,0.008859073,"lncRNA","Downregulated"
"ENSG00000295381",2.78465012,0.008886712,"lncRNA","Upregulated"
"ENSG00000268186",-3.851736726,0.008965009,"lncRNA","Downregulated"
"ENSG00000309927",1.951703243,0.009010913,"lncRNA","Upregulated"
"ENSG00000236827",0.767634624,0.009182981,"lncRNA","Upregulated"
"ENSG00000306400",-1.536387481,0.009204248,"lncRNA","Downregulated"
"ENSG00000214900",1.026955932,0.009384867,"lncRNA","Upregulated"
"ENSG00000254485",-0.84359421,0.009479194,"lncRNA","Downregulated"
"ENSG00000307882",2.456389782,0.009493675,"lncRNA","Upregulated"
"ENSG00000251224",-0.934467152,0.009532105,"lncRNA","Downregulated"
"ENSG00000288990",-2.102767236,0.009541774,"lncRNA","Downregulated"
"ENSG00000303760",1.911090632,0.009546969,"lncRNA","Upregulated"
"ENSG00000287548",-3.231289713,0.009596156,"lncRNA","Downregulated"
"ENSG00000204960",4.556816835,0.009748362,"lncRNA","Upregulated"
"ENSG00000255092",1.897695524,0.00979746,"lncRNA","Upregulated"
"ENSG00000273129",4.44600508,0.009852355,"lncRNA","Upregulated"
"ENSG00000298073",-2.312641829,0.009852355,"lncRNA","Downregulated"
"ENSG00000224086",-0.518733246,0.009870816,"lncRNA","Downregulated"
"ENSG00000295362",1.000665308,0.009971128,"lncRNA","Upregulated"
"ENSG00000290794",5.046074107,0.010008246,"lncRNA","Upregulated"
"ENSG00000249042",-0.878420875,0.010008246,"lncRNA","Downregulated"
"ENSG00000288778",1.376691762,0.0101027,"lncRNA","Upregulated"
"ENSG00000233791",0.765657364,0.010120812,"lncRNA","Upregulated"
"ENSG00000273055",4.851189305,0.010120812,"lncRNA","Upregulated"
"ENSG00000299526",-0.978354502,0.010202612,"lncRNA","Downregulated"
"ENSG00000302690",-1.889212188,0.010268476,"lncRNA","Downregulated"
"ENSG00000235513",-0.742803502,0.010273395,"lncRNA","Downregulated"
"ENSG00000283538",-5.02768712,0.010367792,"lncRNA","Downregulated"
"ENSG00000297551",0.969583252,0.010419255,"lncRNA","Upregulated"
"ENSG00000254433",-0.609499815,0.010422514,"lncRNA","Downregulated"
"ENSG00000263884",-1.056148911,0.010431325,"lncRNA","Downregulated"
"ENSG00000276166",-0.876506896,0.010439397,"lncRNA","Downregulated"
"ENSG00000288795",-0.519401691,0.010469543,"lncRNA","Downregulated"
"ENSG00000227017",1.865346626,0.010573052,"lncRNA","Upregulated"
"ENSG00000303123",-0.817700431,0.01061317,"lncRNA","Downregulated"
"ENSG00000175061",-1.358479338,0.010621925,"lncRNA","Downregulated"
"ENSG00000261054",2.936411145,0.010626338,"lncRNA","Upregulated"
"ENSG00000239300",1.568437349,0.010629151,"lncRNA","Upregulated"
"ENSG00000254665",-1.31026472,0.010629151,"lncRNA","Downregulated"
"ENSG00000246283",-1.01832831,0.010629151,"lncRNA","Downregulated"
"ENSG00000261687",0.958224354,0.010868239,"lncRNA","Upregulated"
"ENSG00000299436",0.821298053,0.010935332,"lncRNA","Upregulated"
"ENSG00000303233",-0.9391009,0.011101194,"lncRNA","Downregulated"
"ENSG00000286128",-0.71810027,0.011146085,"lncRNA","Downregulated"
"ENSG00000289457",1.761399274,0.011305591,"lncRNA","Upregulated"
"ENSG00000304994",4.386006524,0.011626951,"lncRNA","Upregulated"
"ENSG00000224738",-1.274369291,0.011919235,"lncRNA","Downregulated"
"ENSG00000286125",-1.291226743,0.011944004,"lncRNA","Downregulated"
"ENSG00000286067",-0.791196226,0.012226631,"lncRNA","Downregulated"
"ENSG00000298884",2.660541504,0.012226971,"lncRNA","Upregulated"
"ENSG00000246859",0.904529839,0.012475374,"lncRNA","Upregulated"
"ENSG00000274372",4.851644739,0.012562029,"lncRNA","Upregulated"
"ENSG00000260466",1.142395879,0.01268762,"lncRNA","Upregulated"
"ENSG00000290090",-0.865668857,0.012739921,"lncRNA","Downregulated"
"ENSG00000267219",-0.946288345,0.012739921,"lncRNA","Downregulated"
"ENSG00000302832",-2.017311826,0.012800247,"lncRNA","Downregulated"
"ENSG00000259006",-1.239924223,0.012800662,"lncRNA","Downregulated"
"ENSG00000270175",-0.784552693,0.012802294,"lncRNA","Downregulated"
"ENSG00000302734",3.817123406,0.012810673,"lncRNA","Upregulated"
"ENSG00000228509",0.787216463,0.01289115,"lncRNA","Upregulated"
"ENSG00000290738",-1.278987812,0.01299578,"lncRNA","Downregulated"
"ENSG00000236200",-0.530947894,0.01330387,"lncRNA","Downregulated"
"ENSG00000293669",2.783424563,0.013397896,"lncRNA","Upregulated"
"ENSG00000304023",-1.629374185,0.013440486,"lncRNA","Downregulated"
"ENSG00000291253",-1.123791577,0.013459991,"lncRNA","Downregulated"
"ENSG00000254578",-1.017396812,0.01377785,"lncRNA","Downregulated"
"ENSG00000234684",-1.036369052,0.014007747,"lncRNA","Downregulated"
